"","STREET_ID","left_begin","left_end","right_begin","right_end","STREET","longitude","latitude","scaled_Count_Less1"
"1795",13002302,1101,1103,1100,1102,"MILTON AVE",-76.1936528103729,43.0580579657094,1.28571428571429
"1796",12572832,501,599,500,598,"EMERSON AVE",-76.1878225809851,43.0524539667038,2.37362637362637
"1797",12574996,101,199,100,198,"PULASKI ST",-76.170337952266,43.0579076132007,4.74725274725275
"1798",12579669,0,0,3000,3098,"ERIE BLVD E",-76.0877120450084,43.0552291439686,1.28571428571429
"1799",12572844,215,299,214,298,"SCHOOL ST",-76.185846364041,43.0532764308154,2.57142857142857
"1800",12573613,301,399,300,398,"TULLY ST",-76.1595872952245,43.0454190503994,6.32967032967033
"1801",12575111,71,99,70,98,"BUTTERNUT ST TO NB I 81 RAMP",-76.1538750337148,43.0583941435338,8.30769230769231
"1802",12578795,0,0,2000,2048,"ERIE BLVD E",-76.1150106160706,43.0510369667133,3.26373626373626
"1803",13001271,1,99,2,98,"DUPLI PARK DR",-76.1577743861421,43.0569171320638,8.7032967032967
"1804",12575126,701,799,700,798,"N SALINA ST",-76.1531172152779,43.0605184759536,8.30769230769231
"1805",12573557,501,517,500,516,"LIBERTY ST",-76.1736416253217,43.0562306636351,2.47252747252747
"1806",12574998,901,999,900,920,"N GEDDES ST",-76.1703726614385,43.0572300061137,4.94505494505495
"1807",12579001,201,299,200,298,"LIME ST",-76.0941490530953,43.053572770523,1.58241758241758
"1808",12580006,409,497,406,496,"BUTTERNUT ST",-76.149369935061,43.0588570001751,8.30769230769231
"1809",12580014,101,199,100,198,"TOWNSEND PL",-76.149369935061,43.0588570001751,8.30769230769231
"1810",12572856,801,865,800,864,"EMERSON AVE",-76.1896032279289,43.0561312195046,1.87912087912088
"1811",12573531,301,399,300,398,"SACKETT ST",-76.1762835684683,43.052198781792,3.16483516483516
"1812",12573505,901,999,900,998,"PARK AVE",-76.1762835684683,43.052198781792,3.16483516483516
"1813",13008070,409,499,410,498,"WYOMING ST",-76.1593826021373,43.0449861954751,6.32967032967033
"1814",12578263,111,131,110,130,"LODI ST",-76.130619923073,43.0510632165503,3.95604395604396
"1815",12573650,313,399,312,398,"GIFFORD ST",-76.1588536729364,43.0434214567528,6.42857142857143
"1816",12573632,213,297,212,296,"OTISCO ST",-76.1607337345332,43.0461908309684,6.03296703296703
"1817",12578230,701,729,700,730,"CANAL ST",-76.136452541983,43.0511425752406,6.62637362637363
"1818",13001900,0,0,0,0,"THORNDEN PARK DRWY",-76.1237445758025,43.0435092718681,3.85714285714286
"1819",12578686,101,199,100,198,"HARVARD PL",-76.119349433388,43.0415076791881,3.26373626373626
"1820",12578074,717,799,716,798,"LODI ST",-76.1393376948607,43.0557674278948,8.01098901098901
"1821",12573752,201,299,200,298,"S SALINA ST",-76.1522041405805,43.0495975435855,8.6043956043956
"1822",12578978,0,0,300,398,"AUDUBON PKWY",-76.0948087913621,43.052694297218,1.58241758241758
"1823",12578892,301,399,300,398,"FAYETTE BLVD",-76.0976576280299,43.0492284856385,1.68131868131868
"1824",12578963,529,599,528,598,"SALISBURY PARK DR",-76.0977129208242,43.0500312044049,1.68131868131868
"1825",12573389,301,399,300,398,"TOMPKINS ST",-76.1820010821181,43.0479154432495,3.56043956043956
"1826",12580512,1301,1399,1300,1398,"TEALL AVE",-76.1227131841952,43.0650071628158,2.47252747252747
"1827",13002326,95,99,94,98,"SB WEST ST FROM WB I 690 RAMP",-76.1583192018532,43.0541568943667,8.7032967032967
"1828",12577877,401,449,400,446,"E WASHINGTON ST",-76.1474000594744,43.0495111349933,8.01098901098901
"1829",12573930,501,599,500,598,"PLUM ST",-76.1596677583834,43.0557316630939,8.50549450549451
"1830",12573466,801,899,800,898,"ERIE BLVD W",-76.170821998202,43.0480968845338,4.84615384615385
"1831",12578313,101,101,100,100,"TEALL AVE",-76.1215132238205,43.0492849499349,3.95604395604396
"1832",12573757,301,325,300,324,"WILKINSON ST",-76.1643320320515,43.0508831319738,6.52747252747253
"1833",13002336,101,109,100,108,"MARCELLUS ST",-76.1587972020261,43.0477322158144,7.31868131868132
"1834",12575114,97,199,100,198,"ASH ST",-76.1534386698211,43.0587594986286,8.30769230769231
"1835",12575113,901,999,900,998,"N STATE ST",-76.1534386698211,43.0587594986286,8.30769230769231
"1836",13010396,131,131,130,130,"HEADSON DR",-76.0839733118745,43.0548121061814,1.28571428571429
"1837",12578988,0,0,2720,2798,"ERIE BLVD E",-76.0971706329573,43.0543312795146,1.78021978021978
"1838",12578987,0,0,0,0,"ERIE BLVD MEDIAN",-76.0972268745602,43.0546124214845,1.78021978021978
"1839",12578931,507,599,508,598,"DEMONG DR",-76.0891962157815,43.044630189688,1.28571428571429
"1840",12577833,201,259,200,264,"E WATER ST",-76.1507661513733,43.050513368692,8.10989010989011
"1841",12573760,201,211,200,210,"VAN RENSSELAER ST",-76.1661740805829,43.0509306686673,5.83516483516483
"1842",12572719,401,499,400,498,"AVERY AVE",-76.191954463215,43.0484602323431,1.38461538461538
"1843",13002316,1,99,2,98,"ERIE BLVD W TO NB WEST ST RAMP",-76.1579720649105,43.05065112925,8.10989010989011
"1844",12580436,209,299,200,298,"ELDORADO ST",-76.1201565173019,43.0635897427113,2.96703296703297
"1845",12580435,201,299,200,298,"HIXSON AVE",-76.1202149676515,43.0643581136619,2.57142857142857
"1846",12577878,101,101,100,102,"S STATE ST",-76.1473667532596,43.0508476130699,8.40659340659341
"1847",12578344,101,199,100,198,"CRATON ST",-76.1250765208656,43.0567199364479,2.96703296703297
"1848",13001801,101,105,100,104,"N MCBRIDE ST",-76.1438587192507,43.0507920199112,7.91208791208791
"1849",12573767,213,229,212,228,"WILKINSON ST",-76.1631702684737,43.0508603541973,7.12087912087912
"1850",12574862,1105,1199,1100,1198,"MILTON AVE",-76.1940066316217,43.0581379665631,1.28571428571429
"1851",12580910,201,233,200,200,"ST ANNE DR",-76.1186152881868,43.0598055182426,3.85714285714286
"1852",12578279,115,147,114,148,"OAK ST",-76.1331127891233,43.0531477446697,5.93406593406593
"1853",12573753,401,465,400,450,"WILKINSON ST",-76.1661740805829,43.0509306686673,5.83516483516483
"1854",12578068,401,499,400,498,"CATHERINE ST",-76.1431198683861,43.0549978910387,7.91208791208791
"1855",13001865,1201,1299,1200,1298,"CANAL ST",-76.1155689430757,43.0542357385591,3.16483516483516
"1856",12573720,201,299,200,298,"NB WEST STREET ARTERIAL",-76.1581163987811,43.0487309926178,7.81318681318681
"1857",12578786,103,199,102,198,"PEAT ST",-76.1151008226686,43.051342792634,3.26373626373626
"1858",12581020,2501,2517,2430,2498,"JAMES ST",-76.1120166921695,43.0685859192916,2.07692307692308
"1859",12580080,301,309,300,398,"SEWARD ST",-76.1427075284784,43.0607996019025,7.91208791208791
"1860",12577980,601,699,600,698,"N MCBRIDE ST",-76.1458371673806,43.0558962531467,7.91208791208791
"1861",12572802,101,199,100,198,"COYKENDALL AVE",-76.1967495988075,43.057129281281,1.08791208791209
"1862",12575173,1001,1099,1000,1098,"N TOWNSEND ST",-76.1519000080642,43.0610407193443,8.6043956043956
"1863",12573766,301,319,300,320,"TRACY ST",-76.1620209415877,43.0502504267706,7.61538461538461
"1864",12578335,101,199,100,198,"SHERWOOD AVE",-76.1245445948839,43.0535558541202,3.65934065934066
"1865",12578223,301,317,300,316,"LOMBARD AVE",-76.1213649376945,43.0485099382644,3.85714285714286
"1866",12578220,101,127,100,126,"COLUMBUS AVE",-76.1215132238205,43.0492849499349,3.95604395604396
"1867",12580316,403,499,400,498,"OAK ST",-76.1334639675454,43.057778758987,6.13186813186813
"1868",12575160,1001,1099,1000,1098,"N SALINA ST",-76.1560405570893,43.0641697495915,7.91208791208791
"1869",12580115,301,399,300,398,"S CARBON ST",-76.140570719773,43.0641002832629,7.12087912087912
"1870",12581157,401,407,400,406,"PLYMOUTH DR",-76.0990190553077,43.064305376712,2.47252747252747
"1871",12577985,601,699,600,698,"E WASHINGTON ST",-76.1438771733495,43.0494832705095,7.71428571428571
"1872",12573777,201,215,200,214,"MATTY AVE",-76.1643320320515,43.0508831319738,6.52747252747253
"1873",12578964,501,527,500,526,"SALISBURY PARK DR",-76.0977852055268,43.0508252318265,1.68131868131868
"1874",12578048,201,299,200,298,"HOWARD ST",-76.1391369800784,43.0521972582215,7.81318681318681
"1875",12572858,701,799,0,0,"EMERSON AVE",-76.1886000217457,43.0546666638086,2.17582417582418
"1876",13006543,301,399,300,398,"SCHOOL ST",-76.185980027851,43.0531982949766,2.57142857142857
"1877",12578334,1101,1199,1100,1198,"BURNET AVE",-76.1245445948839,43.0535558541202,3.65934065934066
"1878",12577839,101,119,100,118,"MARKET ST",-76.148841109056,43.0504455788928,8.30769230769231
"1879",12572848,701,799,700,798,"MILTON AVE",-76.1900345816215,43.0528843132973,2.07692307692308
"1880",12572808,301,399,300,398,"CAYUGA ST",-76.1906520697617,43.0501844132445,1.78021978021978
"1881",12573886,101,199,100,198,"W WASHINGTON ST",-76.1522041405805,43.0495975435855,8.6043956043956
"1882",12578806,101,199,100,198,"DILLAYE AVE",-76.116845150931,43.0556774623155,2.96703296703297
"1883",12580074,901,999,900,998,"E WILLOW ST",-76.1415044779261,43.0569278316902,7.81318681318681
"1884",12577805,545,559,546,558,"CEDAR ST",-76.1399928132542,43.0461708658455,5.43956043956044
"1885",12578210,103,199,102,198,"LEXINGTON AVE",-76.123504387634,43.0470813159409,3.56043956043956
"1886",12580066,201,299,200,298,"JOHN ST",-76.1472075426238,43.0641533506927,7.31868131868132
"1887",13010286,801,805,800,804,"RUGBY RD",-76.1328454924926,43.0670707216555,4.94505494505495
"1888",12577941,201,209,200,208,"HICKORY ST",-76.1505429731593,43.053833999199,8.10989010989011
"1889",12573781,0,0,300,398,"PARK AVE",-76.1619587400428,43.0519948259765,8.01098901098901
"1890",12576703,101,147,100,138,"CONAN ST",-76.1498233534362,43.0118586239972,2.47252747252747
"1891",12580007,801,899,800,898,"N MCBRIDE ST",-76.1477838136166,43.0578950620077,8.10989010989011
"1892",12577886,501,529,500,530,"E WASHINGTON ST",-76.145605215984,43.0495084058413,7.71428571428571
"1893",12580105,601,699,600,698,"HIGHLAND ST",-76.14137887209,43.0612904429837,7.41758241758242
"1894",12572869,0,0,700,708,"EMERSON AVE",-76.1886000217457,43.0546666638086,2.17582417582418
"1895",12577692,201,299,200,298,"E FAYETTE ST",-76.1508044008238,43.0486727524948,7.71428571428571
"1896",12577706,201,299,200,298,"S STATE ST",-76.1474000594744,43.0495111349933,8.01098901098901
"1897",12573756,119,133,118,134,"VAN RENSSELAER ST",-76.1662156647587,43.0500033145899,5.53846153846154
"1898",12575125,601,699,600,698,"N SALINA ST",-76.1521584845254,43.0592965989761,7.91208791208791
"1899",12575073,901,1099,900,1098,"N CLINTON ST",-76.1602164207084,43.0630253617982,7.81318681318681
"1900",12577969,215,299,214,298,"N TOWNSEND ST",-76.145705559614,43.053300577373,8.20879120879121
"1901",12575091,201,299,200,298,"W DIVISION ST",-76.1568133852103,43.059457609769,8.50549450549451
"1902",13013240,737,739,736,738,"FELLOWS AVE",-76.1147534475006,43.0314112133023,1.58241758241758
"1903",12577592,501,599,500,598,"OSTROM AVE",-76.1286569045128,43.041555843763,4.15384615384615
"1904",12577591,401,409,400,408,"WAVERLY AVE",-76.1301826234838,43.0404811467422,3.56043956043956
"1905",13001845,1713,1719,1712,1718,"WB I 690",-76.1311960271257,43.0515614396417,4.45054945054945
"1906",12572800,201,299,200,298,"ESSEX ST",-76.1947692346768,43.0560264119297,1.28571428571429
"1907",12573883,201,299,200,298,"W WATER ST",-76.1535425232873,43.0505451121208,8.50549450549451
"1908",13001428,100,198,101,199,"CALEB AVE",-76.114078934227,43.058706883403,3.26373626373626
"1909",12573861,301,399,300,398,"W WATER ST",-76.1554808223098,43.0505637905847,8.40659340659341
"1910",12578996,701,799,700,798,"HAZELWOOD AVE",-76.0952050558771,43.0518231563346,1.58241758241758
"1911",12573834,401,419,400,418,"ERIE BLVD W",-76.1592117814584,43.050373127029,8.20879120879121
"1912",12578700,2501,2523,2500,2522,"E GENESEE ST",-76.1134154977949,43.0450695960565,3.06593406593407
"1913",12580090,101,199,100,198,"HIGHLAND ST",-76.1386272183664,43.0572024200134,7.21978021978022
"1914",12573507,1401,1599,1400,1598,"ERIE BLVD W",-76.1822359755075,43.052100950141,3.16483516483516
"1915",12578687,201,299,200,298,"HARVARD PL",-76.117803465876,43.0415787368621,3.16483516483516
"1916",12573391,227,299,226,298,"TOMPKINS ST",-76.1816467242337,43.0480417920571,3.56043956043956
"1917",12578056,117,199,116,198,"N CROUSE AVE",-76.1364386636362,43.051712731356,6.62637362637363
"1918",12573787,801,899,800,898,"W GENESEE ST",-76.1660590122309,43.0535235408378,7.21978021978022
"1919",12579006,901,999,900,998,"NORTHWAY ST",-76.0922757163309,43.052831235261,1.48351648351648
"1920",12578773,201,299,200,298,"NIVEN ST",-76.1049485636938,43.0476569851661,2.17582417582418
"1921",12578771,101,199,100,198,"CANDEE AVE",-76.1050077545372,43.0485198463413,2.47252747252747
"1922",12578237,731,763,732,764,"CANAL ST",-76.1342274122312,43.0511167259764,6.13186813186813
"1923",12580954,501,599,500,598,"S COLLINGWOOD AVE",-76.1067483443973,43.0595186609826,2.67032967032967
"1924",12573723,141,199,140,198,"NB WEST STREET ARTERIAL",-76.1586899264397,43.0495152087176,8.01098901098901
"1925",12578060,301,319,300,316,"CATHERINE ST",-76.1420648335596,43.0533299362022,8.20879120879121
"1926",12575152,301,309,300,308,"DANFORTH ST",-76.1585320229822,43.0651270977484,7.51648351648352
"1927",12581205,1301,1399,1300,1398,"GLENCOVE RD",-76.094160176624,43.0646564375744,2.37362637362637
"1928",12578088,201,299,200,298,"GERTRUDE ST",-76.1369607113584,43.05448587648,7.21978021978022
"1929",12578711,401,489,400,488,"LEXINGTON AVE",-76.1170337438196,43.0471978394275,3.26373626373626
"1930",13013339,5973,5975,0,0,"THOMPSON RD",-76.0853745637674,43.0609724002744,1.28571428571429
"1931",13018209,1709,1709,1710,1710,"EB I 690",-76.1316256215344,43.0514299585983,4.84615384615385
"1932",13018210,1711,1711,1710,1710,"WB I 690",-76.1318430138186,43.051551960172,5.04395604395604
"1933",12578327,301,339,300,338,"TEALL AVE",-76.1218280093778,43.0524357067303,3.36263736263736
"1934",13018192,1653,1655,1652,1654,"WB I 690",-76.1429577919287,43.0516761677887,7.91208791208791
"1935",13001156,1,9,2,8,"WEBSTERS LANDING",-76.1525136657257,43.0544245272276,8.50549450549451
"1936",12578981,0,0,0,0,"ERIE BLVD MEDIAN",-76.1010822954485,43.0541667171015,1.78021978021978
"1937",12577929,77,99,76,98,"N TOWNSEND ST FROM WB I 690 RAMP",-76.1439634585909,43.0517295448439,8.20879120879121
"1938",12572683,99,99,98,98,"CRESTVIEW TER",-76.1946305754622,43.0486900624527,1.38461538461538
"1939",12577641,723,739,722,740,"S BEECH ST",-76.120434477805,43.0411202524714,3.36263736263736
"1940",12578989,501,527,0,0,"FAYETTE BLVD",-76.0949775633099,43.0494234747159,1.48351648351648
"1941",12573392,211,225,214,224,"TOMPKINS ST",-76.1810103099897,43.0482844488026,3.56043956043956
"1942",12573361,227,235,226,234,"KING ST",-76.1533896937089,43.0380980209534,5.83516483516483
"1943",12573696,101,119,100,188,"W ONONDAGA ST",-76.1522721403708,43.0443214972217,6.03296703296703
"1944",12573694,601,699,600,698,"S CLINTON ST",-76.1535353039337,43.0443774146349,6.42857142857143
"1945",13001365,101,199,100,198,"BROWN ST",-76.1455594521202,43.0517695173597,8.30769230769231
"1946",12577705,301,399,300,398,"S STATE ST",-76.1473918437806,43.0486264198995,7.81318681318681
"1947",12577826,113,199,112,198,"S WARREN ST",-76.1507701444362,43.0500923517743,8.20879120879121
"1948",12572760,801,899,800,822,"AVERY AVE",-76.1947325666238,43.0523743137387,1.38461538461538
"1949",12580020,423,499,422,498,"E LAUREL ST",-76.1477838136166,43.0578950620077,8.10989010989011
"1950",12580973,601,699,600,698,"SUNNYCREST RD",-76.1082039426388,43.0617227558301,2.86813186813187
"1951",12580974,301,399,300,398,"HILLSDALE AVE",-76.1084042009044,43.0639797460398,2.86813186813187
"1952",12580948,501,599,500,598,"HILLSDALE AVE",-76.1079901538023,43.059240531869,2.76923076923077
"1953",12573906,301,315,300,314,"PLUM ST",-76.1600498775123,43.0533968892756,8.6043956043956
"1954",12572718,301,399,300,398,"AVERY AVE",-76.1912732635934,43.0474786884112,1.68131868131868
"1955",12577993,103,109,102,110,"ALMOND ST",-76.1421278526418,43.0503526118955,8.01098901098901
"1956",12572750,1901,1999,1900,1998,"W GENESEE ST",-76.1933244643455,43.0503989288295,1.38461538461538
"1957",12580631,301,333,300,332,"HILLSIDE ST",-76.1421194474609,43.0774781264641,2.96703296703297
"1958",12577815,317,399,316,398,"IRVING AVE",-76.1377486647047,43.0476212315465,6.23076923076923
"1959",12578965,401,431,400,430,"MOUNTAINVIEW AVE",-76.0977852055268,43.0508252318265,1.68131868131868
"1960",12578243,501,599,500,598,"HAWLEY AVE",-76.1363946906561,43.0532505456326,7.12087912087912
"1961",12578836,319,399,320,398,"SEELEY RD",-76.1038479488262,43.0505117897079,2.27472527472527
"1962",12578322,103,199,102,198,"DEVINE ST",-76.1191231416748,43.0502306010404,3.56043956043956
"1963",12578831,0,0,2200,2230,"ERIE BLVD E",-76.1086766650647,43.052986106369,2.57142857142857
"1964",12578830,99,99,98,98,"BEATTIE ST",-76.1086766650647,43.052986106369,2.57142857142857
"1965",12578149,101,199,100,198,"OSTROM AVE",-76.1290801738402,43.0461102808662,4.35164835164835
"1966",12577920,117,199,118,198,"BURNET AVE",-76.146833430915,43.0522945202651,8.40659340659341
"1967",12573855,301,399,300,398,"W WASHINGTON ST",-76.1555034390654,43.0496353158976,8.40659340659341
"1968",12578730,2801,2803,2800,2802,"E GENESEE ST",-76.1073127264835,43.0431642442345,2.47252747252747
"1969",13020752,299,299,298,298,"ROBINEAU RD",-76.1707594189343,43.0226495647591,1.48351648351648
"1970",12578066,101,199,100,198,"WAYNE ST",-76.1424653946237,43.0541784237997,8.01098901098901
"1971",12572824,401,499,400,498,"HAMILTON ST",-76.1857294793126,43.0508033846833,2.86813186813187
"1972",13001919,0,0,1900,1998,"ERIE BLVD E",-76.1160765811324,43.0507309080228,3.26373626373626
"1973",12572860,99,99,98,98,"LEWIS ST",-76.1896032279289,43.0561312195046,1.87912087912088
"1974",12573638,101,199,100,198,"WYOMING ST",-76.1608354463976,43.0482684230604,6.42857142857143
"1975",12575099,601,689,600,698,"N CLINTON ST",-76.1549372224148,43.0567669212045,8.7032967032967
"1976",12577840,301,301,300,300,"E WATER ST",-76.1493235258747,43.0504739859053,8.30769230769231
"1977",12578270,821,899,822,898,"BURNET AVE",-76.1285919897479,43.0524494910623,3.85714285714286
"1978",12578294,101,199,100,198,"MATHER ST",-76.1285919897479,43.0524494910623,3.85714285714286
"1979",13001155,11,99,10,98,"WEBSTERS LANDING",-76.1534549383151,43.0543172485609,8.50549450549451
"1980",12575266,1501,1599,1500,1598,"SPRING ST",-76.1611044636557,43.0726787739465,4.74725274725275
"1981",12573900,201,299,200,298,"N CLINTON ST",-76.1535093843763,43.0512731398937,8.7032967032967
"1982",12572798,1001,1099,1000,1098,"AVERY AVE",-76.1967475061479,43.0552434705124,1.08791208791209
"1983",12580634,401,411,366,398,"WADSWORTH ST",-76.1391778856983,43.074182096198,3.65934065934066
"1984",13001909,0,0,0,0,"THORNDEN PARK DRWY",-76.1254382923673,43.0397726834711,3.36263736263736
"1985",12577754,801,809,800,810,"S CROUSE AVE",-76.1366647391368,43.0416158113748,4.94505494505495
"1986",12579015,1001,1099,1000,1098,"NORTHWAY ST",-76.0906984341058,43.0529181919797,1.38461538461538
"1987",12573480,1501,1599,1500,1598,"W FAYETTE ST",-76.181176086292,43.0497903848781,3.36263736263736
"1988",13011151,99,99,98,98,"IVES AVE",-76.1162419602943,43.0510315386628,3.16483516483516
"1989",12573652,501,599,500,598,"WYOMING ST",-76.1591800346767,43.0445237904578,6.32967032967033
"1990",12573789,901,999,900,998,"W BELDEN AVE",-76.1660137559984,43.054853807257,7.41758241758242
"1991",12577948,201,299,200,298,"E BELDEN AVE",-76.1512361255953,43.0547952514307,8.01098901098901
"1992",12578966,401,497,400,496,"FAYETTE BLVD",-76.0963745708567,43.049303926054,1.68131868131868
"1993",12578917,3501,3527,3500,3526,"E GENESEE ST",-76.0903350993746,43.0424082202828,0.692307692307692
"1994",12580581,101,199,100,198,"MARCIA ST",-76.15090509116,43.0792905852214,3.06593406593407
"1995",12573838,111,139,110,138,"NB WEST STREET ARTERIAL",-76.158888981236,43.050064919563,8.10989010989011
"1996",12578780,0,0,326,398,"LOMBARD AVE",-76.119741701612,43.049278984405,4.25274725274725
"1997",12573394,101,199,100,198,"CRYSLER ST",-76.1810103099897,43.0482844488026,3.56043956043956
"1998",12578264,701,799,700,798,"BURNET AVE",-76.1325595269882,43.0521206792789,5.34065934065934
"1999",12578961,301,399,300,398,"MOUNTAINVIEW AVE",-76.1003430979325,43.0506889788751,1.78021978021978
"2000",12577921,101,115,100,116,"BURNET AVE",-76.1482416622571,43.052268914803,8.20879120879121
"2001",12574983,871,875,880,888,"HIAWATHA BLVD W",-76.1802343816678,43.0593456587501,2.27472527472527
"2002",12573828,201,299,200,298,"EVANS ST",-76.159852102207,43.0553108473241,8.40659340659341
"2003",12573664,601,625,600,624,"S WEST ST",-76.1581226086867,43.044787618278,6.23076923076923
"2004",13009826,0,0,1916,1916,"W COLVIN ST",-76.1692278162761,43.0227056324904,1.68131868131868
"2005",12578838,101,129,100,130,"SEELEY RD",-76.1040887365649,43.0535201241854,2.37362637362637
"2006",12577808,401,425,400,424,"IRVING AVE",-76.1377478035907,43.0469674808524,5.24175824175824
"2007",12578659,201,299,200,298,"HURLBURT RD",-76.1007765769715,43.0416420983185,1.68131868131868
"2008",13001809,341,389,340,388,"PEAT ST",-76.1155689430757,43.0542357385591,3.16483516483516
"2009",12578340,201,299,200,298,"SHERWOOD AVE",-76.1247455750583,43.0555767217691,3.06593406593407
"2010",13006472,319,319,318,324,"ESSEX ST",-76.1986724045612,43.054501302576,1.08791208791209
"2011",13001918,1,33,2,32,"N MCBRIDE ST TO EB I 690 RAMP",-76.1438443506905,43.0510750568167,8.01098901098901
"2012",12575484,601,699,600,698,"HIAWATHA BLVD E",-76.1623804591368,43.0763238053705,3.16483516483516
"2013",13018222,1859,1859,1858,1858,"WB I 690",-76.1042295930677,43.057793031554,2.67032967032967
"2014",12572759,101,199,100,198,"HAYDEN AVE",-76.1956342916811,43.0520676472176,1.38461538461538
"2015",12573436,309,399,308,398,"S GEDDES ST",-76.1710454741489,43.0443630461375,5.14285714285714
"2016",12572733,501,599,500,598,"SCHUYLER ST",-76.1872902227044,43.048993322051,2.96703296703297
"2017",12575080,801,849,800,848,"GENANT DR",-76.1604499834987,43.0643490288946,7.61538461538461
"2018",12573563,601,619,600,614,"N GEDDES ST",-76.1704977465244,43.0548886057615,4.54945054945055
"2019",12578722,2201,2299,2200,2298,"E FAYETTE ST",-76.1126605045835,43.0481934715526,3.06593406593407
"2020",12572794,921,999,920,998,"AVERY AVE",-76.1963273635332,43.0546525519874,1.18681318681319
"2021",12577947,401,499,400,498,"N STATE ST",-76.1497853834402,43.0541566268849,8.20879120879121
"2022",12578789,201,299,200,298,"DAKIN ST",-76.1143452879064,43.0504442041625,3.36263736263736
"2023",13002315,1,99,2,98,"ERIE BLVD W FROM NB WEST ST RAMP",-76.1587912203953,43.050779214516,8.01098901098901
"2024",12572790,101,199,100,198,"DRISCOLL AVE",-76.1955492638086,43.0535408053372,1.28571428571429
"2025",12578065,301,399,300,398,"HAWLEY AVE",-76.1420648335596,43.0533299362022,8.20879120879121
"2026",12574997,201,299,200,298,"PULASKI ST",-76.1715968803506,43.0587380485687,3.95604395604396
"2027",13001159,421,499,420,498,"N CLINTON ST",-76.1534579068275,43.0542197198887,8.6043956043956
"2028",13002320,351,399,350,398,"NB WEST STREET ARTERIAL",-76.158549331881,43.0519477924192,8.6043956043956
"2029",13028467,351,399,350,398,"TALLMAN ST",-76.1521255285126,43.0364071746296,5.04395604395604
"2030",12573303,101,161,100,198,"HOLLAND ST",-76.1604387174636,43.0401578705533,5.73626373626374
"2031",12578866,1807,1899,1808,1898,"MEADOWBROOK DR",-76.0988422343828,43.042467567291,1.18681318681319
"2032",13002528,151,199,150,198,"MCCARTHY AVE",-76.1461039351204,43.0474987552442,7.71428571428571
"2033",12577933,201,299,200,298,"BURNET AVE",-76.145551722177,43.0522826565483,8.50549450549451
"2034",12573617,801,899,800,898,"W FAYETTE ST",-76.1656595102222,43.0471034236299,5.63736263736264
"2035",12572711,101,199,100,198,"AVERY AVE",-76.189550386886,43.0450371983707,2.86813186813187
"2036",12572761,701,799,700,798,"AVERY AVE",-76.194019442006,43.0513723336755,1.38461538461538
"2037",12578316,1701,1733,0,0,"ERIE BLVD E",-76.1215761360364,43.0495567313613,3.95604395604396
"2038",12580610,301,399,300,398,"MALVERNE DR",-76.1452341622399,43.0809077478345,1.87912087912088
"2039",12575536,101,199,100,198,"GANNETT AVE",-76.1572612323482,43.0789619833164,3.26373626373626
"2040",12572697,701,711,700,710,"TOMPKINS ST",-76.189550386886,43.0450371983707,2.86813186813187
"2041",12572709,101,199,100,198,"AVOCA ST",-76.190560495562,43.0446665272856,2.67032967032967
"2042",12572833,309,399,308,398,"ST MARKS AVE",-76.1869843181923,43.0530175992363,2.47252747252747
"2043",12577766,501,599,500,598,"S CROUSE AVE",-76.1365856496702,43.0453656815498,5.14285714285714
"2044",13010435,501,599,500,598,"TENNYSON AVE",-76.1873388713402,43.044974172444,3.46153846153846
"2045",12573408,113,199,112,198,"S WILBUR AVE",-76.1800367418068,43.0485395159099,3.85714285714286
"2046",12578231,103,103,102,102,"UNIVERSITY AVE",-76.1342401357107,43.0506782342564,5.73626373626374
"2047",12580765,201,283,200,298,"PLEASANTVIEW AVE",-76.1340797160402,43.0734725384058,3.26373626373626
"2048",13009792,0,0,50,98,"WEST ST TO W ONONDAGA ST RAMP",-76.155901863559,43.0425104504537,6.42857142857143
"2049",13001805,1657,1657,1658,1658,"EB I 690",-76.143245316659,43.0513804060468,8.01098901098901
"2050",13018218,1765,1765,1764,1764,"WB I 690",-76.122043769984,43.053389784162,3.06593406593407
"2051",12573332,101,135,100,134,"BLAINE ST",-76.1523475513618,43.0332731245041,4.05494505494505
"2052",12579367,0,0,150,198,"HILLSBORO PL",-76.0860494154075,43.0409959660862,0.593406593406593
"2053",12579556,151,199,0,0,"HILLSBORO PL",-76.0860494154075,43.0409959660862,0.593406593406593
"2054",12577679,201,219,200,218,"E JEFFERSON ST",-76.1508118498526,43.0470449826296,7.61538461538461
"2055",12572701,399,399,398,398,"COLERIDGE AVE",-76.1879345684852,43.0427163749069,3.16483516483516
"2056",12572829,1625,1699,1624,1698,"W GENESEE ST",-76.1878225809851,43.0524539667038,2.37362637362637
"2057",12580022,701,799,700,798,"CATHERINE ST",-76.1460329480276,43.0586387325076,8.6043956043956
"2058",12575559,100,198,101,199,"GILBERT ST",-76.1544007193608,43.0812211895061,2.47252747252747
"2059",12577851,201,299,200,298,"N SALINA ST",-76.1521477014924,43.0523588704395,8.8021978021978
"2060",13001895,801,899,800,898,"E WATER ST",-76.1399082005138,43.0503273016169,7.81318681318681
"2061",12573285,201,299,200,298,"MASSENA ST",-76.1673932611138,43.040232397031,5.53846153846154
"2062",12579586,97,99,100,100,"ROYCROFT RD",-76.0820779193249,43.0440615136754,0.692307692307692
"2063",13010397,133,149,132,150,"HEADSON DR",-76.0835777679765,43.0548147766602,1.18681318681319
